doc_num,doc_idx,category,layer,head,tokens,budget,budget_frac,fixed_mean_k,fixed_max_rel,fixed_mean_rel,oracle_threshold,oracle_mean_k,oracle_min_k,oracle_max_k,oracle_max_rel,oracle_mean_rel,mass_threshold,mass_mean_k,mass_min_k,mass_max_k,mass_max_rel,mass_mean_rel,UTC_abs_threshold,UTC_abs_mean_k,UTC_abs_min_k,UTC_abs_max_k,UTC_abs_max_rel,UTC_abs_mean_rel,UTC_rel_threshold,UTC_rel_mean_k,UTC_rel_min_k,UTC_rel_max_k,UTC_rel_max_rel,UTC_rel_mean_rel,UTC_rel_hat_threshold,UTC_rel_hat_mean_k,UTC_rel_hat_min_k,UTC_rel_hat_max_k,UTC_rel_hat_max_rel,UTC_rel_hat_mean_rel,mass_gap,UTC_abs_gap,UTC_rel_gap,UTC_rel_hat_gap,rel_hat_beats_abs_rel,rel_hat_below_fixed,rel_hat_beats_mass,oracle_below_fixed
0,13,sci.space,0,0,128,8,0.0625,8.0,1.8083576571648385,1.1567658303690536,1.1964400935358424,8.0,3,29,1.1964400935358421,1.1303046033478603,0.8559402607224391,8.0,2,11,1.8141754799629815,1.1830646326584777,2.203549933599667,8.0,3,19,1.5859464425378837,1.1473816649831088,0.7095746662560565,8.0,3,53,1.62965274290545,1.201476304290909,1.3919387445540865,8.0,4,20,1.3915995666221481,1.1393499379582344,-0.00950752706563958,0.36346597621408033,0.29204083177409307,0.681069012092239,True,False,True,True
0,13,sci.space,0,0,128,16,0.125,16.0,1.4613517654291426,0.8584072522848788,0.8845002750850433,16.0,4,46,0.8845002750850433,0.848593194654869,0.7419652123189018,16.0,6,21,1.3871515680327342,0.8750862349614881,1.603143457439738,16.0,5,32,1.2231641022258106,0.854771886257646,0.5949906360697025,16.0,7,60,1.1671145952906707,0.8861172970626565,1.0009171051063723,16.0,6,41,0.9864778438002979,0.8557470887889715,0.12862963629017757,0.4129098514788442,0.5100743866726523,0.8232169450504085,True,False,True,True
0,13,sci.space,0,1,128,8,0.0625,8.0,2.341296964666019,1.212255485249338,1.3078223197676506,8.0,1,22,1.307822319767651,1.2254545971537318,0.68824299603012,8.0,1,20,1.944971577796398,1.2588965467627875,1.5889872058211054,8.0,1,14,1.8693489058494976,1.2254711616635219,0.7223588040710948,8.0,1,27,2.3055922827842723,1.2893333539419785,1.6488598840414177,8.0,1,17,1.7384557944347612,1.2315945518678975,0.38348825375255874,0.45666147800165213,0.03454819337658525,0.5833149107306269,True,False,True,True
0,13,sci.space,0,1,128,16,0.125,16.0,1.5657014870387984,0.7933863584162398,0.8174179298677752,16.0,3,40,0.8174179298677753,0.7884131654962998,0.5185779578862606,16.0,3,37,1.0125348072909561,0.7978042614155878,1.0053072722471643,16.0,6,25,1.222327520061075,0.7807177940148143,0.5680822295620528,16.0,1,46,1.2381833869477337,0.8156764778434904,0.9942128723044453,16.0,3,35,1.024206288031136,0.7879448521695452,0.7392474075458187,0.4588821492695768,0.43769249898967005,0.7236497365448611,True,False,False,True
0,13,sci.space,0,2,128,8,0.0625,8.0,0.8330376158865982,0.22494015982393267,0.24297117933398518,8.0,1,69,0.24297117933398538,0.21760766938203177,0.20781175852199274,8.0,1,61,0.4064454996417693,0.22026344471772694,0.4444117857897162,8.0,1,21,0.702399756240677,0.2288115806072782,0.20197676735083214,8.0,1,84,0.27068936238592645,0.22159187998313903,0.23778703532892156,8.0,1,79,0.305845510802401,0.22046538128261065,0.7229560771785943,0.22139517104066467,0.9530253182779197,0.8934453350104934,False,False,True,True
0,13,sci.space,0,2,128,16,0.125,16.0,0.5699667042337444,0.12464698915324607,0.12369533174943646,16.0,1,99,0.12369533174943646,0.11495739302714438,0.11605345603104567,16.0,1,83,0.2268807144989132,0.11736338932971827,0.2400937670902304,16.0,1,66,0.37737920069854897,0.12513691160045703,0.11027816230283409,16.0,1,101,0.15668855651423252,0.11567891869441799,0.12038473250434555,16.0,1,100,0.15668855651423252,0.11556663820352034,0.7687833253227441,0.43154796702082276,0.9260691435770817,0.9260691435770817,True,False,True,True
0,13,sci.space,0,3,128,8,0.0625,8.0,1.2766217257020362,0.10704034154656723,0.12268433716574452,8.0,1,121,0.12268433716574459,0.10903125239951118,0.11184337681763523,8.0,1,97,0.27614181835101537,0.10739706978608701,0.30046695327681405,8.0,2,90,0.2980625574408896,0.10653692597471773,0.11108064138042414,8.0,1,121,0.14319474759225462,0.11121116694269523,0.12325185063038964,8.0,1,121,0.14319474759225462,0.11091999892679949,0.8670140315152425,0.8480175596896095,0.9822257163774489,0.9822257163774489,True,False,True,True
0,13,sci.space,0,3,128,16,0.125,16.0,1.0910462517829325,0.05728099744042341,0.05271437898879221,16.0,4,124,0.052714378988792276,0.04949487055336728,0.052681180685772655,16.0,3,111,0.1884360336140228,0.05123931487523388,0.13851571086090186,16.0,3,118,0.14638244217873023,0.050530213415221,0.0512494698371157,16.0,3,124,0.08951285509062074,0.050800153071140525,0.05360038975065127,16.0,3,124,0.08951285509062074,0.050792153942813986,0.869288752294577,0.9097898604057312,0.9645600052680612,0.9645600052680612,True,False,True,True
0,13,sci.space,0,4,128,8,0.0625,8.0,2.2810680847349527,1.280137614298289,1.3231039113189194,8.0,1,19,1.323103911318919,1.2566037679694786,0.8365699175591851,8.0,1,13,2.2810680847349527,1.2853474616461296,1.7750079191994963,8.0,1,23,1.6255046526947066,1.2952410584846046,0.8316263529845807,8.0,1,17,2.2812581805588246,1.323252877896224,1.481887088545581,8.0,1,22,1.5811330341466308,1.2834358772453247,0.0,0.6843298008761146,-0.00019843729979378283,0.7306484626584752,True,False,True,True
0,13,sci.space,0,4,128,16,0.125,16.0,1.4042085199428236,0.9406652896628704,0.9395104932322259,16.0,1,38,0.9395104932322258,0.9072507876338223,0.7185380426864326,16.0,1,24,1.6560618306432289,0.9421298015387959,1.2721139921150428,16.0,1,38,1.1656457389716923,0.9276274730074066,0.7035332039793143,16.0,1,30,1.6214706703706425,0.9408362937993455,1.0556224268998076,16.0,1,35,1.1060258584377423,0.9211440121079773,-0.5419719822852899,0.5133716247082369,-0.46753404994147807,0.6416697389825199,True,False,True,True
0,13,sci.space,0,5,128,8,0.0625,8.0,1.5507248103650126,0.9708140659073632,1.025300556009998,8.0,1,17,1.0253005560099988,0.9604197731695369,0.6198908905252152,8.0,2,20,1.533543536000142,0.9911142887585374,1.6478797361014135,8.0,1,15,1.7121852359985636,0.9731144484751069,0.624482109006719,8.0,2,25,1.2987523502703326,0.9992840843792834,1.2357818868999673,8.0,2,15,1.202493966758359,0.9686277874725746,0.03269981205180876,-0.3072953414222422,0.47956000889983574,0.6627612652448364,True,False,True,True
0,13,sci.space,0,5,128,16,0.125,16.0,1.0687107956432145,0.6204056937265492,0.6311472378326877,16.0,1,29,0.6311472378326874,0.6073861869376679,0.4534220913863328,16.0,4,34,0.9013321876671162,0.6268066116062849,1.0337748097874073,16.0,4,28,1.2696304165142607,0.6172049081541157,0.4658771560113527,16.0,4,36,0.7830211574443156,0.6284761810854003,0.7274625597427332,16.0,5,27,0.7324837487094119,0.616641277392191,0.3825241041864283,-0.4591781406029431,0.6529100358092612,0.7684073340481316,True,False,True,True
0,13,sci.space,0,6,128,8,0.0625,8.0,1.7509374404739537,1.1342792442605893,1.1801013558767202,8.0,1,15,1.1801013558767204,1.119379793092598,0.7817168512487461,8.0,1,16,2.1860164754947684,1.2007878957671938,1.5177460448190154,8.0,3,15,1.334485664852756,1.1139752044806546,0.8030671648463164,8.0,2,20,2.002831690445756,1.1740915147330095,1.317713143042815,8.0,3,14,1.3053329006108403,1.1157458526282573,-0.7621785776345845,0.7295470396112658,-0.44127247167552885,0.7806173293643832,True,False,True,True
0,13,sci.space,0,6,128,16,0.125,16.0,1.0827382434744799,0.7505568023463935,0.7709413184328501,16.0,1,32,0.7709413184328503,0.7434013361755409,0.6368214121110427,16.0,3,30,1.344244986337303,0.7833803033760366,1.0217303877635446,16.0,7,28,0.8929736417169718,0.7421427483624772,0.6459981442090734,16.0,3,34,1.1648567369963299,0.7620957444840575,0.8809432232288205,16.0,4,28,0.867557524952826,0.7440926249964941,-0.8387085370643342,0.6086160141963287,-0.2633717234731738,0.6901309834692052,True,False,True,True
0,13,sci.space,0,7,128,8,0.0625,8.0,2.5868845557731577,1.4593124184237798,1.4692454640635157,8.0,2,19,1.469245464063516,1.3751476294159088,0.7679241701199613,8.0,1,14,2.2695360109944556,1.4938288913898523,1.480195232625599,8.0,2,18,1.9763504401164342,1.4086450813877376,0.7981770969035993,8.0,1,21,2.4025915746261033,1.5244689316880748,1.8952178183073032,8.0,2,16,1.7418936120820396,1.4021717410414132,0.28394545889877304,0.5462712607186953,0.16489489542204827,0.7560499180451389,True,False,True,True
0,13,sci.space,0,7,128,16,0.125,16.0,1.6001751198325356,1.0289784113568015,1.0570925379297378,16.0,4,31,1.0570925379297376,1.0228073199466081,0.6230861984645915,16.0,4,26,1.415090540119966,1.0432113945571566,1.061708900856293,16.0,2,28,1.4477607119228617,1.0259696722954463,0.6683845376286895,16.0,4,35,1.450889920715192,1.062037906349518,1.2826726174476106,16.0,4,29,1.2631879333339837,1.0240637583844057,0.34080374860134316,0.2806468352854544,0.27488489613180594,0.6205081837054138,True,False,True,True
