model,doc_idx,category,layer,head,tokens,budget,eval_positions,anchor_max_dP,fixed_mean_k,fixed_mean_kl,fixed_mean_kl_improvement,fixed_max_kl,fixed_max_kl_improvement,fixed_mean_logit_l2,fixed_mean_logit_l2_improvement,fixed_max_logit_l2,fixed_max_logit_l2_improvement,projected_oracle_mean_k,projected_oracle_mean_kl,projected_oracle_mean_kl_improvement,projected_oracle_max_kl,projected_oracle_max_kl_improvement,projected_oracle_mean_logit_l2,projected_oracle_mean_logit_l2_improvement,projected_oracle_max_logit_l2,projected_oracle_max_logit_l2_improvement,mass_mean_k,mass_mean_kl,mass_mean_kl_improvement,mass_max_kl,mass_max_kl_improvement,mass_mean_logit_l2,mass_mean_logit_l2_improvement,mass_max_logit_l2,mass_max_logit_l2_improvement,UTC_abs_mean_k,UTC_abs_mean_kl,UTC_abs_mean_kl_improvement,UTC_abs_max_kl,UTC_abs_max_kl_improvement,UTC_abs_mean_logit_l2,UTC_abs_mean_logit_l2_improvement,UTC_abs_max_logit_l2,UTC_abs_max_logit_l2_improvement,UTC_rel_mean_k,UTC_rel_mean_kl,UTC_rel_mean_kl_improvement,UTC_rel_max_kl,UTC_rel_max_kl_improvement,UTC_rel_mean_logit_l2,UTC_rel_mean_logit_l2_improvement,UTC_rel_max_logit_l2,UTC_rel_max_logit_l2_improvement,UTC_rel_hat_mean_k,UTC_rel_hat_mean_kl,UTC_rel_hat_mean_kl_improvement,UTC_rel_hat_max_kl,UTC_rel_hat_max_kl_improvement,UTC_rel_hat_mean_logit_l2,UTC_rel_hat_mean_logit_l2_improvement,UTC_rel_hat_max_logit_l2,UTC_rel_hat_max_logit_l2_improvement
gpt2,82,comp.graphics,5,4,128,8,63,4.811635310186801e-07,8.0,1.5998948583728634e-05,0.0,0.00029649713542312384,0.0,72.55010986328125,0.0,1671.5203857421875,0.0,8.0,8.327103387273382e-06,0.47952183584474584,0.00010469451081007719,0.6468953716511621,53.44904708862305,0.2632809627808097,1245.2144775390625,0.25504080706370624,8.0,7.631922926520929e-06,0.5229734700014723,9.198504994856194e-05,0.689760746533715,48.56486511230469,0.33060245940600386,1035.96240234375,0.38022747961655123,8.0,7.555309821327683e-06,0.5277621037540156,6.346014561131597e-05,0.7859670869306932,51.48682403564453,0.29032741462872935,1165.5045166015625,0.30272790775204583,8.0,9.619969205232337e-06,0.3987124119508636,0.00017336441669613123,0.4152914278624409,57.34779739379883,0.20954223912452752,1348.02587890625,0.1935330909483941,8.0,9.601962119631935e-06,0.39983792876255686,0.00017336441669613123,0.4152914278624409,57.333126068115234,0.2097444624665905,1344.2598876953125,0.1957861243203235
gpt2,82,comp.graphics,5,4,128,16,63,4.811635310186801e-07,16.0,5.080529490442132e-07,0.0,5.451911420095712e-06,0.0,10.925978660583496,0.0,241.52369689941406,0.0,16.0,4.5980314666849154e-08,0.909497002717235,1.7569800547789782e-06,0.6777313643976752,4.507053375244141,0.5874920210576868,114.2226791381836,0.5270746489701454,16.0,2.6719531476260272e-08,0.9474079787814892,8.748284017201513e-07,0.8395373045689005,3.6833949089050293,0.6628773473452565,91.52212524414062,0.6210635791888516,16.0,6.068815849857856e-08,0.8805475716404174,9.474761100136675e-07,0.826212123234197,3.0494658946990967,0.7208976889456746,86.359130859375,0.642440340355752,16.0,9.661478372890997e-08,0.80983323901442,1.4296892913989723e-06,0.7377636609925198,3.8337607383728027,0.649115117513138,96.70504760742188,0.5996043086087075,16.0,9.430070235794119e-08,0.8143880425547245,1.4296892913989723e-06,0.7377636609925198,3.6613447666168213,0.6648954862207932,91.57603454589844,0.6208403741681854
gpt2,82,comp.graphics,5,4,128,32,63,4.811635310186801e-07,32.0,5.1830340908054495e-08,0.0,8.278198606603837e-07,0.0,0.7049345970153809,0.0,15.272270202636719,0.0,32.0,4.169488221350548e-08,0.19555068550540733,6.041203732820577e-07,0.27022725354749566,0.12374995648860931,0.8244518611903096,2.360280752182007,0.8454531827380509,32.0,9.013456292450428e-08,-0.7390308715970122,6.530180485242454e-07,0.21115923939864434,0.20208851993083954,0.7133230220413906,4.3336100578308105,0.7162432303559805,32.0,4.647005980018548e-08,0.10341975402743342,7.44705971555959e-07,0.10040093630771507,0.2077668458223343,0.7052679118006162,4.9132161140441895,0.6782916980347863,32.0,5.131395752755452e-08,0.00996295550932269,7.528826699854108e-07,0.09052354773802196,0.11105172336101532,0.8424652104873323,1.8347203731536865,0.8798659040987288,32.0,5.131395752755452e-08,0.00996295550932269,7.528826699854108e-07,0.09052354773802196,0.11105172336101532,0.8424652104873323,1.8347203731536865,0.8798659040987288
gpt2,82,comp.graphics,5,5,128,8,63,4.811635310186801e-07,8.0,5.431379395304248e-05,0.0,0.0006794901564717293,0.0,223.60202026367188,0.0,5168.74853515625,0.0,8.0,0.00011117273970739916,-1.0468601365523211,0.0015893952222540975,-1.3390997016160977,191.97042846679688,0.1414638014431845,3700.172119140625,0.2841261102231646,8.0,0.00025267014279961586,-3.652043696635597,0.005990460980683565,-7.8161114971689845,158.76559448242188,0.28996350616508193,2630.518310546875,0.49107249217970417,8.0,0.00018620872288011014,-2.4283873271879832,0.0016218454111367464,-1.3868563741353102,116.96871185302734,0.4768888415449125,1359.127685546875,0.7370489826884586,8.0,0.0001745230983942747,-2.2132371114630724,0.0015897692646831274,-1.3396501767414066,133.50257873535156,0.40294556114508673,1724.69775390625,0.6663219844851452,8.0,0.00015342530969064683,-1.8247945599840105,0.0015990124084055424,-1.3532532343197685,132.62863159179688,0.40685405509574124,2428.46435546875,0.5301639576870345
gpt2,82,comp.graphics,5,5,128,16,63,4.811635310186801e-07,16.0,2.1093239411129616e-05,0.0,0.0002334960736334324,0.0,81.52989959716797,0.0,2037.74755859375,0.0,16.0,4.825027281185612e-05,-1.2874757106486636,0.0007540324586443603,-2.2293153666820227,101.34043884277344,-0.24298495819923227,2536.447998046875,-0.24473121675448262,16.0,0.00017867208225652575,-7.470585232264106,0.0016103681409731507,-5.8967675383753235,71.92402648925781,0.11782024944679104,424.9188537597656,0.7914762052012948,16.0,0.0001386587682645768,-5.573611836568594,0.0015683636302128434,-5.716873675036745,95.6946792602539,-0.17373723913647465,1110.5418701171875,0.45501499170801474,16.0,8.301685738842934e-05,-2.9357092464719483,0.0008146829786710441,-2.489065002223645,96.05686950683594,-0.17817966146707453,1145.5343017578125,0.43784287856129445,16.0,8.305007213493809e-05,-2.9372839096074372,0.0008135436801239848,-2.484185697277182,99.24398803710938,-0.21727106898775972,1221.290283203125,0.4006665457393861
gpt2,82,comp.graphics,5,5,128,32,63,4.811635310186801e-07,32.0,8.960457307694014e-06,0.0,6.407075125025585e-05,0.0,54.72846221923828,0.0,739.2586059570312,0.0,32.0,1.0679357728804462e-05,-0.19183177399154516,7.450964039890096e-05,-0.1629275284735079,60.63071823120117,-0.10784618775362032,1277.191650390625,-0.7276655829216827,32.0,2.2060290575609542e-05,-1.461960346227774,0.0001893115695565939,-1.9547268583937187,91.16778564453125,-0.6658203418784117,2014.2103271484375,-1.7246356158963834,32.0,1.751331910782028e-05,-0.9545117516248014,0.00010414805728942156,-0.6255164058031186,86.41448974609375,-0.5789679856145697,1933.3553466796875,-1.6152625496686634,32.0,1.240599431184819e-05,-0.3845269148479309,0.00010284688323736191,-0.6052080119312042,76.80997467041016,-0.40347401618402734,1666.8704833984375,-1.254786714644378,32.0,1.2753997907566372e-05,-0.4233646196400027,0.00011006352724507451,-0.7178435572758326,76.04801940917969,-0.38955154823347304,1642.8941650390625,-1.2223537904062685
gpt2,82,comp.graphics,5,6,128,8,63,4.811635310186801e-07,8.0,1.0276372677253676e-06,0.0,1.8791935872286558e-05,0.0,41.361961364746094,0.0,942.1328125,0.0,8.0,1.7737839641540631e-07,0.8273920166324582,3.2295865821652114e-06,0.8281397614320274,19.43764877319336,0.5300597908840805,463.65704345703125,0.5078644567885366,8.0,1.5476114185730694e-06,-0.5059899705648503,1.5273340977728367e-05,0.1872396180186654,15.952803611755371,0.6143122065446255,363.4219665527344,0.6142561200173311,8.0,4.141820966196974e-07,0.5969569130784131,5.19392779096961e-06,0.723608689053193,17.53827476501465,0.5759805824884554,400.5677795410156,0.5748287563851135,8.0,1.914001330760584e-07,0.8137473804353995,2.5706667656777427e-06,0.8632037282827876,19.282485961914062,0.5338111316367835,502.6630554199219,0.46646263801588816,8.0,1.917944274509864e-07,0.8133636902099557,2.597509592305869e-06,0.8617753056439198,19.284576416015625,0.5337605911393655,502.44866943359375,0.46669019190583205
gpt2,82,comp.graphics,5,6,128,16,63,4.811635310186801e-07,16.0,1.8098154441759107e-07,0.0,5.1449096645228565e-06,0.0,14.207816123962402,0.0,384.1788024902344,0.0,16.0,2.3543956118032838e-08,0.8699096297702695,7.341354830714408e-07,0.8573083822766157,1.955512285232544,0.8623636266002594,43.83241271972656,0.8859062175330698,16.0,-5.497065580506444e-10,1.003037362510192,6.919121915416326e-07,0.8655151913914505,1.2989226579666138,0.9085768955176794,20.56556510925293,0.9464687666889802,16.0,6.009736353007611e-08,0.6679365085347633,5.785514076706022e-07,0.8875487723992415,1.5420879125595093,0.8914620023862303,43.07085418701172,0.8878885198563069,16.0,1.7047922185042808e-08,0.9058029798568468,8.756489933148259e-07,0.8298028438957957,1.8534153699874878,0.869549594827485,43.85749816894531,0.8858409212464029,16.0,1.7047922185042808e-08,0.9058029798568468,8.756489933148259e-07,0.8298028438957957,1.8534153699874878,0.869549594827485,43.85749816894531,0.8858409212464029
gpt2,82,comp.graphics,5,6,128,32,63,4.811635310186801e-07,32.0,3.117083480219662e-08,0.0,6.939590662113915e-07,0.0,0.951979398727417,0.0,28.60433578491211,0.0,32.0,3.4516983049570626e-08,-0.10734868888202498,6.998192247920088e-07,-0.008444530615631773,0.1462709903717041,0.8463506767402366,3.2396461963653564,0.8867428273557686,32.0,2.288422962237746e-08,0.26584482681981947,6.578851525773644e-07,0.05198276871137297,0.11559424549341202,0.8785748455818103,2.2633144855499268,0.9208751252758068,32.0,2.5926727431624386e-08,0.16823762994639724,7.270344326570921e-07,-0.047661840670621514,0.14692145586013794,0.8456673998864481,3.3975143432617188,0.8812237987692131,32.0,3.6979248108082174e-08,-0.18634128160969987,6.051196805856307e-07,0.12801819293286498,0.13820718228816986,0.8548212466856722,3.227630376815796,0.8871628972234947,32.0,3.6979248108082174e-08,-0.18634128160969987,6.051196805856307e-07,0.12801819293286498,0.13820718228816986,0.8548212466856722,3.227630376815796,0.8871628972234947
gpt2,82,comp.graphics,5,7,128,8,63,4.811635310186801e-07,8.0,3.6819020010625536e-07,0.0,7.87586031947285e-06,0.0,1.974551796913147,0.0,20.096988677978516,0.0,8.0,6.903513849465526e-08,0.8125014232461034,1.1488227755762637e-06,0.8541336782299414,1.5734219551086426,0.20314981983840485,17.143657684326172,0.1469539064272095,8.0,9.411126455916019e-08,0.7443949770200271,9.085570127354003e-07,0.8846402836158714,1.7036978006362915,0.1371723936035948,22.360870361328125,-0.11264780607804603,8.0,8.769539050490494e-08,0.7618204110821063,9.739478628034703e-07,0.8763375906508384,1.705661654472351,0.13617781152216757,21.479934692382812,-0.06881359374599616,8.0,7.783211231071618e-08,0.7886089518725519,7.623611963936128e-07,0.903202803824657,1.496839165687561,0.24193471752546725,23.579710006713867,-0.17329568048926558,8.0,7.783211231071618e-08,0.7886089518725519,7.623611963936128e-07,0.903202803824657,1.496839165687561,0.24193471752546725,23.579710006713867,-0.17329568048926558
gpt2,82,comp.graphics,5,7,128,16,63,4.811635310186801e-07,16.0,3.947206295151773e-08,0.0,1.0241903964924859e-06,0.0,0.4010828733444214,0.0,2.533902168273926,0.0,16.0,2.7161716431578498e-08,0.3118749211324383,6.132486305432394e-07,0.4012357149184238,0.4669700264930725,-0.16427316529188207,6.025937080383301,-1.378125389303456,16.0,1.9216873425875747e-08,0.5131525441302822,4.5291920969248167e-07,0.5577783083657292,0.46619904041290283,-0.16235090400522867,8.131697654724121,-2.2091600680318964,16.0,3.4245770108576323e-10,0.9913240485680621,4.60960109194275e-07,0.5499273272109255,0.4706178307533264,-0.17336805441002556,8.644388198852539,-2.4114924826561195,16.0,3.877429932686027e-08,0.017677404535823116,7.492078566428972e-07,0.2684877155569053,0.46814611554145813,-0.1672054496813371,8.608839988708496,-2.397463444523105,16.0,3.877429932686027e-08,0.017677404535823116,7.492078566428972e-07,0.2684877155569053,0.46814611554145813,-0.1672054496813371,8.608839988708496,-2.397463444523105
gpt2,82,comp.graphics,5,7,128,32,63,4.811635310186801e-07,32.0,2.14063344827764e-09,0.0,4.6751443960602046e-07,0.0,0.14957748353481293,0.0,1.9070619344711304,0.0,32.0,2.732411097383647e-08,-11.764497815271236,3.022144596798171e-07,0.3535719240361934,0.06600362062454224,0.5587329117675627,1.0993411540985107,0.4235419761532906,32.0,2.9082288577342297e-08,-12.585833016270016,5.008899393033062e-07,-0.07138923821350107,0.06643959134817123,0.5558182302705477,0.9912187457084656,0.4802377794912298,32.0,3.549455129814305e-08,-15.581330786315643,6.943856760699418e-07,-0.48527107880370113,0.06973998993635178,0.5337534213823008,1.1319222450256348,0.4064575331479513,32.0,5.3883130846088534e-08,-24.17158221994665,7.354350373134366e-07,-0.5730744871392546,0.06606400012969971,0.5583292446932773,0.8794297575950623,0.5388562155749036,32.0,5.3883130846088534e-08,-24.17158221994665,7.354350373134366e-07,-0.5730744871392546,0.06606400012969971,0.5583292446932773,0.8794297575950623,0.5388562155749036
gpt2,82,comp.graphics,5,8,128,8,63,4.811635310186801e-07,8.0,9.454539394937456e-05,0.0,0.00193214847240597,0.0,535.9097290039062,0.0,14068.0654296875,0.0,8.0,7.074577297316864e-05,0.2517269216620929,0.002012995071709156,-0.04184285030772683,463.726318359375,0.13469322674678497,11564.927734375,0.17793048431735248,8.0,6.555899017257616e-05,0.306587159521695,0.00149556715041399,0.22595640460711375,434.42529296875,0.1893685270909059,11167.3935546875,0.20618839807773304,8.0,5.166855771676637e-05,0.45350528927476985,0.0017087518936023116,0.11562081382155809,439.3941955566406,0.18009662490483003,11430.431640625,0.18749086732965892,8.0,5.371927545638755e-05,0.43181499158856784,0.0021221786737442017,-0.09835175922148487,438.7626647949219,0.18127505240397734,10200.6015625,0.2749108529895009,8.0,5.3598982049152255e-05,0.4330873265190215,0.002128765219822526,-0.10176068258963689,435.3620910644531,0.1876204750496706,10225.6884765625,0.273127600403146
gpt2,82,comp.graphics,5,8,128,16,63,4.811635310186801e-07,16.0,1.4289930732047651e-05,0.0,0.0005332418368197978,0.0,249.20614624023438,0.0,6216.69580078125,0.0,16.0,6.151632078399416e-06,0.5695128133404235,0.00021948193898424506,0.5884007520992465,154.8231658935547,0.3787345608069178,4053.92822265625,0.3478966395385159,16.0,3.557162926881574e-06,0.7510720665073611,4.8820977099239826e-05,0.9084449611260749,80.84649658203125,0.6755838577749389,1797.730224609375,0.7108222306159078,16.0,4.047329639433883e-06,0.7167705207725714,0.00011595273099374026,0.7825513247698811,112.32030487060547,0.5492875815256625,2614.626708984375,0.5794185862116985,16.0,6.242165454750648e-06,0.5631773469166294,0.00021853644284419715,0.5901738615493354,156.74366760253906,0.3710280827045157,3985.390625,0.3589214025078793,16.0,6.242165454750648e-06,0.5631773469166294,0.00021853644284419715,0.5901738615493354,156.74366760253906,0.3710280827045157,3985.390625,0.3589214025078793
gpt2,82,comp.graphics,5,8,128,32,63,4.811635310186801e-07,32.0,1.2739039334519475e-07,0.0,2.7473870432004333e-06,0.0,16.590373992919922,0.0,323.82757568359375,0.0,32.0,8.865767853194484e-08,0.3040473759139306,1.2532991604530253e-06,0.5438214053040535,10.077641487121582,0.39256092168734125,250.54408264160156,0.22630405359176764,32.0,1.4506125012303528e-07,-0.1387142021765888,1.2241544027347118e-06,0.5544295785464965,9.033588409423828,0.4554921779774834,175.6683349609375,0.45752509004180686,32.0,1.2056737830334896e-07,0.05355988675972767,1.1751835700124502e-06,0.5722540903288682,9.15560245513916,0.44813766952774003,177.14393615722656,0.45296834037904543,32.0,4.3644966751799075e-08,0.65739200888145,1.7509555618744344e-06,0.36268332989051844,9.719075202941895,0.41417383314628176,231.59942626953125,0.2848063486235558,32.0,4.3644966751799075e-08,0.65739200888145,1.7509555618744344e-06,0.36268332989051844,9.719075202941895,0.41417383314628176,231.59942626953125,0.2848063486235558
gpt2,82,comp.graphics,5,9,128,8,63,4.811635310186801e-07,8.0,0.0008197786519303918,0.0,0.008137807250022888,0.0,626.7064208984375,0.0,15024.0908203125,0.0,8.0,0.002667059190571308,-2.2533894171200872,0.021980496123433113,-1.7010342526079483,832.0671997070312,-0.3276825830413408,18662.673828125,-0.2421832409914051,8.0,0.0029883827082812786,-2.645353170937446,0.028494514524936676,-2.501497842045415,992.4974975585938,-0.5836721381213286,23939.193359375,-0.5933871570457576,8.0,0.002765641314908862,-2.373643981087343,0.02188236638903618,-1.6889757543685535,856.265380859375,-0.36629425246967307,20063.556640625,-0.33542567604151907,8.0,0.0030596014112234116,-2.732228698586805,0.028694815933704376,-2.5261115251437873,967.0924682617188,-0.5431347693475177,22984.134765625,-0.5298186785819052,8.0,0.0026190821081399918,-2.1948649821176125,0.020252566784620285,-1.4887007227362536,761.2752685546875,-0.21472390128592278,17154.455078125,-0.14179655083902043
gpt2,82,comp.graphics,5,9,128,16,63,4.811635310186801e-07,16.0,0.0004693455121014267,0.0,0.010977164842188358,0.0,396.5354309082031,0.0,8770.4873046875,0.0,16.0,0.001508565852418542,-2.2141904279944136,0.012434296309947968,-0.13274205942133976,543.7876586914062,-0.3713469624793544,12409.8798828125,-0.4149589927779589,16.0,0.0019763822201639414,-3.2109323924606743,0.020039789378643036,-0.8255888170344714,632.7249145507812,-0.5956327360246791,14451.5751953125,-0.6477505403364154,16.0,0.0015331438044086099,-2.2665568645669585,0.012933697551488876,-0.1782366155039421,548.4072265625,-0.3829967862051016,12512.3505859375,-0.4266425742672375,16.0,0.001587392296642065,-2.382140141352892,0.0136481411755085,-0.24332114637240587,566.5050048828125,-0.4286365371823655,12854.716796875,-0.46567874170510803,16.0,0.0012356963707134128,-1.6328074709413132,0.012071139179170132,-0.09965909710832799,497.3780517578125,-0.2543092318853952,11308.255859375,-0.28935319857668085
gpt2,82,comp.graphics,5,9,128,32,63,4.811635310186801e-07,32.0,0.0002142812154488638,0.0,0.0078215841203928,0.0,189.8168182373047,0.0,3749.564453125,0.0,32.0,0.00034312609932385385,-0.601288748549859,0.0024964967742562294,0.6808195455256632,161.9968719482422,0.14656207256768272,2926.397216796875,0.21953676130092192,32.0,0.00040060546598397195,-0.8695314246039112,0.002986975945532322,0.6181111269078423,229.19769287109375,-0.20746778393764864,4563.9072265625,-0.2171832978517818,32.0,0.00029064115369692445,-0.35635385998770963,0.002022434026002884,0.7414291024845083,160.73377990722656,0.15321634089198133,2922.1669921875,0.220664952231431,32.0,0.00027186880470253527,-0.2687477254272632,0.0018398510292172432,0.7647725830346441,146.65635681152344,0.22737954321741405,2651.11572265625,0.2929536868084157,32.0,0.00024200633924920112,-0.12938662748510343,0.0017029315931722522,0.7822779162174719,134.17205810546875,0.2931497885623081,2419.997314453125,0.3545924214114452
gpt2,82,comp.graphics,5,10,128,8,63,4.811635310186801e-07,8.0,0.00024698275956325233,0.0,0.0018707874696701765,0.0,498.05767822265625,0.0,12687.1962890625,0.0,8.0,0.00039735608152113855,-0.6088413710487173,0.003996888175606728,-1.136473672400311,486.6924743652344,0.022819051596552398,11923.6533203125,0.06018216723014225,8.0,0.00029261945746839046,-0.18477685643256647,0.0025209239684045315,-0.3475202337382426,488.7552185058594,0.018677474765559587,11994.8349609375,0.054571657311070165,8.0,0.00026119904941879213,-0.05755984701393291,0.0022672307677567005,-0.2119125258821719,514.360595703125,-0.03273299096330873,13017.5859375,-0.026041186792571835,8.0,0.000933675211854279,-2.7803254506724575,0.016879163682460785,-8.02249130706259,521.545166015625,-0.04715816826032082,10942.3388671875,0.13752900027086545,8.0,0.0003298321389593184,-0.3354460025573094,0.0030813091434538364,-0.6470653098810188,489.9582824707031,0.01626196343535191,11958.58984375,0.057428483702157584
gpt2,82,comp.graphics,5,10,128,16,63,4.811635310186801e-07,16.0,0.00012864934979006648,0.0,0.0009276655036956072,0.0,404.2784729003906,0.0,9827.30859375,0.0,16.0,0.00025700480910018086,-0.9977155696439066,0.003995763137936592,-3.307331815205358,325.4992370605469,0.19486379097720108,7147.08251953125,0.27273246267277373,16.0,0.00016546764527447522,-0.2861910732117172,0.0015592798590660095,-0.6808643340236273,283.9301452636719,0.2976867078113534,5926.02099609375,0.3969843381266568,16.0,0.00014341497444547713,-0.11477418797301042,0.0014284644275903702,-0.5398486004919818,318.83331298828125,0.2113522377264001,6985.2353515625,0.28920158709527144,16.0,0.0002799908397719264,-1.1763875233634922,0.0028338520787656307,-2.0548210184341364,255.39845275878906,0.3682610629091889,4865.41259765625,0.5049089431514779,16.0,0.00018858883413486183,-0.4659136205710035,0.001463303342461586,-0.5774040714375173,305.8913879394531,0.2433646398609478,6237.34033203125,0.3653053353796082
gpt2,82,comp.graphics,5,10,128,32,63,4.811635310186801e-07,32.0,5.0055954488925636e-05,0.0,0.0003472550306469202,0.0,246.99154663085938,0.0,5337.6640625,0.0,32.0,6.390014459611848e-05,-0.2765742906821551,0.0004643019346985966,-0.3370632351491738,129.33233642578125,0.4763693810983961,2464.66796875,0.5382497025120715,32.0,5.9026078815804794e-05,-0.17920194347435148,0.0003629988059401512,-0.04533778895557283,92.03292083740234,0.6273843291691682,1498.9840087890625,0.71916853679117,32.0,4.817031367565505e-05,0.037670659415509955,0.0002862419933080673,0.17570094585869178,107.38729095458984,0.565218759834379,1937.770751953125,0.6369627744902455,32.0,7.517713675042614e-05,-0.5018620165770351,0.0005318935727700591,-0.5317087610773148,93.89773559570312,0.6198342134516945,1510.7734375,0.7169598124179438,32.0,6.691119051538408e-05,-0.33672789178732954,0.0004396676376927644,-0.26612316277660186,100.99060821533203,0.5911171471537554,1740.239013671875,0.6739699251779439
gpt2,82,comp.graphics,5,11,128,8,63,4.811635310186801e-07,8.0,0.00028839497826993465,0.0,0.0016839776653796434,0.0,732.6910400390625,0.0,19596.287109375,0.0,8.0,0.00024360739917028695,0.15529944164883136,0.001538289012387395,0.08651459932480987,681.4439697265625,0.06994362904965756,17785.568359375,0.0924011135320496,8.0,0.000424804660724476,-0.4729960392266723,0.003925188444554806,-1.3309029123434923,639.4190063476562,0.12730063368378786,15969.2978515625,0.18508553368139435,8.0,0.00036173194530420005,-0.2542934952411784,0.0033859778195619583,-1.0107023324437074,761.2931518554688,-0.039037070543242125,20744.701171875,-0.05860365568692805,8.0,0.000246798328589648,0.14423499996367006,0.0015243897214531898,0.09476844450337496,675.7301635742188,0.07774201314350304,17440.931640625,0.10998795112156035,8.0,0.0002372674352955073,0.17728305562440305,0.0014250495005398989,0.15375985689297766,649.63232421875,0.11336117310221827,16629.2421875,0.1514085247534236
gpt2,82,comp.graphics,5,11,128,16,63,4.811635310186801e-07,16.0,0.0002123236481565982,0.0,0.0018731810851022601,0.0,759.8860473632812,0.0,21689.845703125,0.0,16.0,0.00017840125656221062,0.15976737348337344,0.001862748060375452,0.005569682936574449,756.7954711914062,0.004067157414718858,21674.66796875,0.000699762210517374,16.0,0.00029016556800343096,-0.3666191708868003,0.0032719746232032776,-0.7467476311958676,471.3016662597656,0.3797732332431565,11071.7998046875,0.4895399461927794,16.0,0.0002070702175842598,0.024742559851193557,0.0014747991226613522,0.212676695066649,591.2070922851562,0.2219792765815637,15857.1240234375,0.268914853499725,16.0,0.00017414586909580976,0.17980935893033745,0.0019138952484354377,-0.021735305602317068,776.451416015625,-0.02179980631283307,22361.763671875,-0.030978457751462685,16.0,0.00017299351748079062,0.18523669415664834,0.001925553777255118,-0.02795922538903839,775.0047607421875,-0.019896027083753598,22342.046875,-0.030069424227440855
gpt2,82,comp.graphics,5,11,128,32,63,4.811635310186801e-07,32.0,7.179672684287652e-05,0.0,0.0005614638212136924,0.0,315.6219177246094,0.0,7524.0576171875,0.0,32.0,6.307507283054292e-05,0.1214770421417748,0.0008533941581845284,-0.5199450542330271,387.1855163574219,-0.22673836832603667,10086.57421875,-0.3405764192593159,32.0,0.00010588177246972919,-0.4747437261512777,0.0011596824042499065,-1.0654623867715474,238.27830505371094,0.24505146292908375,5011.1337890625,0.33398519203051147,32.0,7.226029993034899e-05,-0.006456744030782557,0.0004569835728034377,0.1860854510347687,264.6737365722656,0.1614215562709993,5900.48876953125,0.2157836808622342,32.0,6.396664684871212e-05,0.10905901060503964,0.0009749502642080188,-0.7364436093148625,422.6804504394531,-0.33919866366269247,11136.1220703125,-0.48006868592736707,32.0,6.2874736613594e-05,0.1242673673523843,0.0009359515970572829,-0.6669846955304728,411.6067810058594,-0.30411342777848516,10807.1767578125,-0.4363495480318016
gpt2,82,comp.graphics,11,0,128,8,63,6.444411023154295e-07,8.0,0.013680853880941868,0.0,0.07852061092853546,0.0,165.71263122558594,0.0,1137.9478759765625,0.0,8.0,0.06907941401004791,-4.049349595516043,0.6995874047279358,-7.9096021599304205,208.13504028320312,-0.2559998519356512,1524.0484619140625,-0.33929549330733333,8.0,0.007156122475862503,0.47692428132491427,0.047927964478731155,0.38961294478016495,188.65023803710938,-0.13841797479093976,1415.893798828125,-0.24425189300787187,8.0,0.006469576619565487,0.5271072496009961,0.04361366480588913,0.44455774999530306,170.2760467529297,-0.027538127260386958,979.5248413085938,0.13921818214389958,8.0,0.06596456468105316,-3.8216701424569113,0.6995874047279358,-7.9096021599304205,193.02566528320312,-0.16482167868323638,1222.880859375,-0.07463697168514849,8.0,0.024721335619688034,-0.8070023870458938,0.25544676184654236,-2.2532447063998773,165.34910583496094,0.0021937096040079984,1282.4786376953125,-0.12701000174961163
gpt2,82,comp.graphics,11,0,128,16,63,6.444411023154295e-07,16.0,0.00566425547003746,0.0,0.03845281898975372,0.0,132.0517578125,0.0,900.282958984375,0.0,16.0,0.06631384044885635,-10.70742400296747,0.6995874047279358,-17.19339708005154,175.75584411621094,-0.330961791252838,1099.679931640625,-0.22148255797398764,16.0,0.002167826285585761,0.6172795706244119,0.016364218667149544,0.5744338361379953,135.50990295410156,-0.026187800896310565,845.9000854492188,0.06040642332773527,16.0,0.0028596529737114906,0.49514053720945983,0.020516565069556236,0.46644834868873586,121.62409210205078,0.07896650437062291,656.48291015625,0.2708038027323766,16.0,0.0153959346935153,-1.7180862118518605,0.25544676184654236,-5.643121845360924,138.19635009765625,-0.046531696260196265,823.9990844726562,0.08473322053965782,16.0,0.009414177387952805,-0.6620326250734139,0.07258450239896774,-0.8876249987890061,142.1244354248047,-0.07627825467198135,900.282958984375,0.0
gpt2,82,comp.graphics,11,0,128,32,63,6.444411023154295e-07,32.0,0.0017806118121370673,0.0,0.019491711631417274,0.0,82.06474304199219,0.0,584.006103515625,0.0,32.0,0.04807310178875923,-25.998080918638024,0.4750367999076843,-23.371220387952334,116.20104217529297,-0.415967903729783,559.1682739257812,0.04253008562808491,32.0,0.00040617777267470956,0.77188864529253,0.0032068737782537937,0.8354750039968339,65.6572036743164,0.19993408569231874,404.9482116699219,0.30660277481314446,32.0,0.0006838871049694717,0.6159257732045036,0.004554851446300745,0.7663185495234235,62.41781997680664,0.23940759864601413,371.04058837890625,0.3646631667968876,32.0,0.004079196136444807,-1.2908958081935942,0.04361366480588913,-1.2375492532729364,85.06466674804688,-0.03655557301287882,476.61328125,0.18388989707322767,32.0,0.0034343425650149584,-0.9287429981120392,0.03392487391829491,-0.7404769042249664,85.0793228149414,-0.03673416452917744,494.9719543457031,0.152454141547409
