model,doc_idx,category,layer,head,tokens,budget,fixed_max_rel,fixed_mean_rel,oracle_max_rel,oracle_mean_rel,oracle_mean_k,mass_max_rel,mass_mean_rel,mass_mean_k,mass_gap,UTC_abs_max_rel,UTC_abs_mean_rel,UTC_abs_mean_k,UTC_abs_gap,UTC_rel_max_rel,UTC_rel_mean_rel,UTC_rel_mean_k,UTC_rel_gap,UTC_rel_hat_max_rel,UTC_rel_hat_mean_rel,UTC_rel_hat_mean_k,UTC_rel_hat_gap,rel_hat_below_fixed,rel_hat_beats_abs_rel,rel_hat_beats_mass
gpt2,82,comp.graphics,0,10,128,8,1.2039747026090475,0.3427236435569042,0.41599091051284276,0.2195899687253692,8.0,1.5682029373324804,0.3931935526007557,8.0,-0.46222807927877324,0.5769696940483238,0.21729348603229542,8.0,0.7957080016744467,0.5988291358278686,0.22411980755798738,8.0,0.7679670227370576,0.48766563330825674,0.22077274165799646,8.0,0.9090403590602493,False,True,True
gpt2,82,comp.graphics,0,10,128,16,0.9041469732059118,0.2229663987988385,0.16919086619936247,0.11908688303703949,16.0,1.0325020365144018,0.23460165467464486,16.0,-0.1746431685985653,0.4297576640714245,0.1644535778883906,16.0,0.6454661776560486,0.25576142868465956,0.13577734632666205,16.0,0.8822098875565562,0.28899474318176477,0.1469570916229752,16.0,0.836991793332585,False,False,True
gpt2,82,comp.graphics,0,10,128,32,0.5374858091671776,0.12108410801060951,0.07615322571218751,0.07412155839503254,32.0,0.5374858091671776,0.11619204895126442,32.0,0.0,0.2459066618245961,0.10247174451999946,32.0,0.6320367513582085,0.14483025600939411,0.08987437406660137,32.0,0.8511333628705047,0.16645738259219517,0.09283497318178546,32.0,0.8042536770247052,False,False,True
gpt2,82,comp.graphics,0,11,128,8,1.2174629519585476,0.7516354496954201,0.783391612692057,0.7391267725515522,8.0,1.3532747393609865,0.787903492387427,8.0,-0.3128789558691864,1.0186067365484943,0.7594613744495617,8.0,0.45811874091039434,1.7470824802613725,0.8422810358932169,8.0,-1.2201209349545978,1.0201046396974256,0.7557047096319084,8.0,0.45466791839937004,False,False,True
gpt2,82,comp.graphics,0,11,128,16,0.8670588477156792,0.628004708579467,0.6307201347544615,0.607237049646778,16.0,0.9364015826058596,0.6362942013519629,16.0,-0.2934040471886605,0.8925358730779234,0.6276740194590125,16.0,-0.10779878185435009,1.500069373301704,0.6396543270534361,16.0,-2.678403879138919,0.9371538709864582,0.6236053840027136,16.0,-0.29658714136384984,True,False,False
gpt2,82,comp.graphics,0,11,128,32,0.6221838815731566,0.4584134105788047,0.4590882027042317,0.4511531379025776,32.0,0.6792488793360698,0.4824275941201334,32.0,-0.34988663193691716,0.6163231981469504,0.4666419860502299,32.0,0.0359340202441312,0.7572522299197231,0.4685083037082873,32.0,-0.8281540583004458,0.6673368208625117,0.46614837792292074,32.0,-0.27684939050802865,True,False,True
gpt2,82,comp.graphics,5,0,128,8,0.6839217891799252,0.15719105429054342,0.1688131559795096,0.13961525779109293,8.0,0.7476500530399581,0.22791889615928276,8.0,-0.12371810478904924,0.6008985838986984,0.18775019763688205,8.0,0.1611761091352638,0.2711376491046414,0.14741858244731,8.0,0.8013535659665019,0.2878217915035535,0.14731085549592343,8.0,0.7689640051562858,False,False,True
gpt2,82,comp.graphics,5,0,128,16,0.4195928413525873,0.0656736636953345,0.048382606515645604,0.04085604677674967,16.0,0.2878217915035535,0.08715847881029695,16.0,0.3549768769358304,0.1912309428852888,0.07200077183281652,16.0,0.6151821179381248,0.08900548474778766,0.050988630023643775,16.0,0.8905663841677585,0.09254138489960019,0.05165202989150331,16.0,0.8810410537216146,False,False,True
gpt2,82,comp.graphics,5,0,128,32,0.18949201385157857,0.017362201513819814,0.0035061737908028646,0.003036999435040461,32.0,0.011555687065362207,0.004582630039846291,32.0,0.9567197520417202,0.009417107301405962,0.004301052234740405,32.0,0.968218368082906,0.005293108358385678,0.0033498641943702015,32.0,0.9903920934679818,0.005293108358385678,0.0033498641943702015,32.0,0.9903920934679818,False,True,True
gpt2,82,comp.graphics,5,1,128,8,0.18903680247642554,0.061673529584702735,0.08883714839651388,0.048568946446222325,8.0,0.47960043830174265,0.06466376587968922,8.0,-2.8998466960133964,0.23303194819893433,0.054837131898036504,8.0,-0.4390748264202748,0.13065619639690143,0.053173677130628164,8.0,0.5826427906923127,0.13065619639690143,0.052730036865644966,8.0,0.5826427906923127,False,True,True
gpt2,82,comp.graphics,5,1,128,16,0.13069711510799362,0.03393540793784833,0.017219991352918473,0.010957983359527176,16.0,0.13065619639690143,0.018022944874867546,16.0,0.00036058995626733965,0.0674170102247633,0.014327272928117477,16.0,0.5576463589243923,0.027127123389959144,0.012907685648986696,16.0,0.9126948964760169,0.027127123389959144,0.012907685648986696,16.0,0.9126948964760169,False,True,True
gpt2,82,comp.graphics,5,1,128,32,0.046618353332664515,0.009505872961925767,0.0002575391935316034,0.000191883415135545,32.0,0.0006386080007662917,0.00020069530953113946,32.0,0.991780368522195,0.00046820329270544884,0.00018795961638106535,32.0,0.9954559879267515,0.0003234492515821353,0.00018973903482327953,32.0,0.9985783239730707,0.0003234492515821353,0.00018973903482327953,32.0,0.9985783239730707,False,True,True
gpt2,82,comp.graphics,5,2,128,8,0.22185938219231455,0.07636522294287157,0.07505202779705408,0.06364039547836615,8.0,0.2937911568746168,0.08145666738996063,8.0,-0.48997391839536153,0.1862230974324494,0.07128515034792238,8.0,0.24274182248335385,0.09611754340378233,0.0635241142194404,8.0,0.8565091258983392,0.09611754340378233,0.06405311487857836,8.0,0.8565091258983392,False,True,True
gpt2,82,comp.graphics,5,2,128,16,0.08670616438103299,0.01861127276012115,0.015056267953556557,0.013366375734221232,16.0,0.05532833445799999,0.015017932142463783,16.0,0.43793266267723685,0.03880207651103666,0.014429940817032917,16.0,0.6685855843278787,0.025826335212095198,0.0139313425779833,16.0,0.8496848174869306,0.0227097152778615,0.013932753866246766,16.0,0.8931827161529574,False,True,True
gpt2,82,comp.graphics,5,2,128,32,0.010703436105098258,0.0011785280316872573,0.0008856236395021854,0.0007745185739437093,32.0,0.0034916167738662084,0.0010202771093035237,32.0,0.7345647878795775,0.0030697843033671767,0.0008654749567117065,32.0,0.7775308225209226,0.001305243827723327,0.0008221329900891509,32.0,0.9572592988823541,0.001305243827723327,0.0008221329900891509,32.0,0.9572592988823541,False,True,True
