model,doc_idx,category,layer,head,tokens,budget,fixed_max_rel,fixed_mean_rel,oracle_max_rel,oracle_mean_rel,oracle_mean_k,mass_max_rel,mass_mean_rel,mass_mean_k,mass_gap,UTC_abs_max_rel,UTC_abs_mean_rel,UTC_abs_mean_k,UTC_abs_gap,UTC_rel_max_rel,UTC_rel_mean_rel,UTC_rel_mean_k,UTC_rel_gap,UTC_rel_hat_max_rel,UTC_rel_hat_mean_rel,UTC_rel_hat_mean_k,UTC_rel_hat_gap,rel_hat_below_fixed,rel_hat_beats_abs_rel,rel_hat_beats_mass
gpt2,82,comp.graphics,5,3,128,8,0.4548360322007093,0.24587980324740913,0.2836339649495257,0.25122745663746127,8.0,0.690249005942583,0.3091828602164355,8.0,-1.3750591772731424,0.5619664616717057,0.273608598706805,8.0,-0.6257542983626315,0.4476542337872823,0.2505882921461851,8.0,0.04194925054783371,0.4476542337872823,0.2470907879826188,8.0,0.04194925054783371,False,True,True
gpt2,82,comp.graphics,5,3,128,16,0.24660121160581228,0.08933219569195769,0.0945931794165621,0.0809481311946191,16.0,0.1851123600662548,0.09098536601976438,16.0,0.40451054233110373,0.1372939037194826,0.08047368631011459,16.0,0.7190890264946127,0.14608049693757802,0.07855893698728478,16.0,0.661285546694571,0.14608049693757802,0.07888896281579239,16.0,0.661285546694571,False,False,True
gpt2,82,comp.graphics,5,3,128,32,0.06837910852739407,0.012281197778600724,0.006483215585862399,0.006066933492448684,32.0,0.01548070409696675,0.006819707740149061,32.0,0.8546351287054927,0.01314965107602393,0.006332915872243064,32.0,0.8922959961744343,0.011349750187343759,0.006518914541435733,32.0,0.9213754843786097,0.011349750187343759,0.006518914541435733,32.0,0.9213754843786097,False,True,True
gpt2,82,comp.graphics,5,4,128,8,0.24127574958815132,0.10222888038924687,0.10411103441075037,0.0830396612356446,8.0,0.19147861783815698,0.0909736095188841,8.0,0.3630462228247957,0.1580280983173803,0.08481756902811735,8.0,0.6069173924438461,0.12503823128090508,0.0833509519409958,8.0,0.8474301729632969,0.12503823128090508,0.08405660662964085,8.0,0.8474301729632969,False,True,True
gpt2,82,comp.graphics,5,4,128,16,0.0785627313639969,0.01335808510781817,0.00886993154659723,0.007034213473426433,16.0,0.016838617731437387,0.007877304791628579,16.0,0.8856598356542037,0.01277904420366494,0.00740304404325914,16.0,0.9439093756125471,0.014135329877904033,0.0074349084273679,16.0,0.924448460312937,0.014135329877904033,0.007379006258987499,16.0,0.924448460312937,False,False,True
gpt2,82,comp.graphics,5,4,128,32,0.008435279206533138,0.0005652289485849416,0.0003099154821602036,0.00028327406490140757,32.0,0.000606919738373868,0.00031599298746474573,32.0,0.9634472663269501,0.0004651289098985736,0.0002945904857779698,32.0,0.9808976640303756,0.0003900173080534354,0.00029020648969866074,32.0,0.9901417550511669,0.0003900173080534354,0.00029020648969866074,32.0,0.9901417550511669,False,True,True
gpt2,82,comp.graphics,5,5,128,8,0.4669137518016488,0.19499893971084986,0.27290045903469445,0.20203792626022787,8.0,0.7663389853040999,0.23283349076576626,8.0,-1.5433232910598345,0.601535958612022,0.2273606701356598,8.0,-0.6938813567381658,0.41121988628042466,0.21278857920985694,8.0,0.28706211170861734,0.41121988628042466,0.21637456457781698,8.0,0.28706211170861734,False,True,True
gpt2,82,comp.graphics,5,5,128,16,0.39421049629850174,0.13182110904863475,0.16085099025736602,0.1195559246451735,16.0,0.601535958612022,0.1717636348264056,16.0,-0.8884380406469224,0.432632344256197,0.15888871625898618,16.0,-0.16464659447351765,0.2620486777974821,0.14286563203252434,16.0,0.5663442674485378,0.2620486777974821,0.1429164023582704,16.0,0.5663442674485378,False,True,True
gpt2,82,comp.graphics,5,5,128,32,0.22616460032015853,0.08242903488608733,0.05173698867267698,0.04306761146418686,32.0,0.09646882564189256,0.05058221970251192,32.0,0.7435507111132229,0.09646882564189256,0.04930786767709876,32.0,0.7435507111132229,0.0642966672864034,0.04398746380911462,32.0,0.9279948942997078,0.0642966672864034,0.044155317701999305,32.0,0.9279948942997078,False,True,True
gpt2,82,comp.graphics,5,6,128,8,0.04947126683395942,0.01129631522973238,0.007850969261113186,0.004896550605530391,8.0,0.12423174269342814,0.019687643687252787,8.0,-1.796250392698866,0.03611013627174163,0.009389353722154426,8.0,0.3210243881325542,0.015015942891316088,0.006126524087281426,8.0,0.8278490532735295,0.015015942891316088,0.006131632927122025,8.0,0.8278490532735295,False,True,True
gpt2,82,comp.graphics,5,6,128,16,0.012999344583320083,0.0020060592318011826,0.0008288654846087054,0.0006999624943388595,16.0,0.014852986375765253,0.0021327873159108198,16.0,-0.1523063946300549,0.003523093361758579,0.000987381278906598,16.0,0.778625980514182,0.0020066589512097287,0.0008415678706706647,16.0,0.9032253819222508,0.0020066589512097287,0.0008415678706706647,16.0,0.9032253819222508,False,True,True
gpt2,82,comp.graphics,5,6,128,32,0.0006706062026088074,0.0001706034683678451,7.803197332736407e-05,7.18991547408102e-05,32.0,0.000463740615543406,0.00013808915154955506,32.0,0.3490964960056515,0.0003584081570220963,0.00010641294003428769,32.0,0.5268505280178706,0.0001410151451972426,7.971080273969929e-05,32.0,0.8937126038264404,0.0001410151451972426,7.971080273969929e-05,32.0,0.8937126038264404,False,True,True
gpt2,82,comp.graphics,5,7,128,8,0.10926938702584876,0.015459860275255869,0.014275626219703661,0.012681802409721027,8.0,0.017613532241404155,0.012445989956933476,8.0,0.9648618394158306,0.017613532241404155,0.01251831985495002,8.0,0.9648618394158306,0.01694840481084404,0.01249234196182036,8.0,0.9718636406385177,0.01694840481084404,0.01249234196182036,8.0,0.9718636406385177,False,True,True
gpt2,82,comp.graphics,5,7,128,16,0.01674871599413175,0.004095663006888676,0.003589936918752476,0.003153900432004572,16.0,0.004654743644356812,0.0031498176327560776,16.0,0.9190801274567606,0.004310338086884926,0.0031824570226069502,16.0,0.945253190740138,0.004669136894498579,0.003141480817644966,16.0,0.9179863139608947,0.004669136894498579,0.003141480817644966,16.0,0.9179863139608947,False,False,False
gpt2,82,comp.graphics,5,7,128,32,0.003817495461796785,0.0006984851289970475,0.0004144436202349831,0.0003913926944733451,32.0,0.0005424942598500463,0.00039785900690673015,32.0,0.9623718222416807,0.0004980487262583855,0.00039575928331986277,32.0,0.9754323148997247,0.0005352791822018986,0.00039640184763760095,32.0,0.9644920008296263,0.0005352791822018986,0.00039640184763760095,32.0,0.9644920008296263,False,False,True
gpt2,82,comp.graphics,5,8,128,8,0.16736029425512675,0.062454251611084664,0.06515997208247926,0.05589962133022369,8.0,0.16118563393447854,0.07505536177200049,8.0,0.06041722950948548,0.11280440478621888,0.05901427159597597,8.0,0.5338132826699542,0.09402037333995947,0.05418356794785796,8.0,0.7176094884639777,0.09668948280839577,0.05418898693350649,8.0,0.6914930397904855,False,False,True
gpt2,82,comp.graphics,5,8,128,16,0.08908236721313628,0.024663748002295736,0.017147457013908213,0.015545995277143865,16.0,0.041004579815199886,0.01959438453922311,16.0,0.6683512534426201,0.02837475414951038,0.016420410183301863,16.0,0.8439242211534359,0.027455555657507943,0.015691280350805158,16.0,0.8567024186858532,0.027455555657507943,0.015691280350805158,16.0,0.8567024186858532,False,True,True
gpt2,82,comp.graphics,5,8,128,32,0.013642407904152878,0.0033027346117085786,0.0025778038297832313,0.0024137520644516818,32.0,0.00657205478744339,0.0031098636329004135,32.0,0.6390064270882904,0.004554464742220379,0.0026064520562768274,32.0,0.8213527660681562,0.003809103140499995,0.002390462061636014,32.0,0.8887172733483543,0.003809103140499995,0.002390462061636014,32.0,0.8887172733483543,False,True,True
gpt2,82,comp.graphics,5,9,128,8,0.6089011396239097,0.37557731098256875,0.4885459186409592,0.4267751815601805,8.0,0.612572410632799,0.4282355442542105,8.0,-0.030503628998441053,0.549322724527597,0.42965235574509403,8.0,0.49502144244122614,0.612572410632799,0.4325929290141119,8.0,-0.030503628998441053,0.5130764679136344,0.42404186390903587,8.0,0.7961820927058065,False,True,True
gpt2,82,comp.graphics,5,9,128,16,0.5253761028086525,0.28205225354281926,0.317334421282889,0.292251823502978,16.0,0.3917513750417281,0.29798981326673396,16.0,0.6422978644804724,0.35074934531986407,0.29141169901758945,16.0,0.8393835129964713,0.36362453169267456,0.2909439709447615,16.0,0.7774959802752169,0.35627727901724926,0.28194044414817115,16.0,0.8128122333526822,False,False,True
gpt2,82,comp.graphics,5,9,128,32,0.36020168711620393,0.1588573717912041,0.14937444528926785,0.1440058923812575,32.0,0.21066397558649033,0.14540705304285706,32.0,0.70929027119022,0.1767011216005217,0.141875341393421,32.0,0.8703835610879652,0.183368363120886,0.1415620096981438,32.0,0.8387593674468166,0.17910164613045143,0.14019098183784073,32.0,0.8589973450130034,False,False,True
gpt2,82,comp.graphics,5,10,128,8,0.587958775288339,0.32340101663946985,0.40627930290710307,0.37485611378115624,8.0,0.577301001194995,0.35471765885063944,8.0,0.05866251125487503,0.577301001194995,0.3544482050939516,8.0,0.05866251125487503,1.172714502680851,0.40233738813370823,8.0,-3.218611985868506,0.577301001194995,0.35940599958367647,8.0,0.05866251125487503,False,True,True
gpt2,82,comp.graphics,5,10,128,16,0.5148191168645119,0.2633950881223065,0.29093309364254666,0.2763742598258774,16.0,0.4226432122165252,0.26451581769411014,16.0,0.4117090621445431,0.4290974550986289,0.2652511125188866,16.0,0.38288080931651886,0.5148191168645119,0.2802987191323712,16.0,0.0,0.4389133605700841,0.2692483490563655,16.0,0.3390374941769957,False,False,False
gpt2,82,comp.graphics,5,10,128,32,0.3450118645600969,0.17569593793754307,0.16565338178177058,0.15868800351022205,32.0,0.24418247567758478,0.15169348613262668,32.0,0.5621668254583181,0.21381677351440168,0.15391511538891978,32.0,0.7314685595765357,0.2429855461240031,0.1569979227442848,32.0,0.5688402179571885,0.22846243919487763,0.15644126062022856,32.0,0.6498127301247617,False,False,True
gpt2,82,comp.graphics,5,11,128,8,0.7609187879915563,0.4322190198579984,0.4636820207281121,0.4377022600691403,8.0,1.0331681540192859,0.5537572537508513,8.0,-0.9159343527189956,1.0095786031386647,0.49345177777903343,8.0,-0.8365715232218173,0.691784483881784,0.44904487544343086,8.0,0.2325900148432774,0.691784483881784,0.45254110176356255,8.0,0.2325900148432774,False,True,True
gpt2,82,comp.graphics,5,11,128,16,0.5356534693180423,0.2972639513533517,0.3100587960060141,0.29998424858413114,16.0,1.0095786031386647,0.4044215813362755,16.0,-2.100781578140896,0.778236034394188,0.34256329982191924,16.0,-1.0753027166586553,0.380182972631622,0.306895194313912,16.0,0.689158544410237,0.3526457761547959,0.30616017702651754,16.0,0.8112234676309125,False,True,True
gpt2,82,comp.graphics,5,11,128,32,0.37639016056028585,0.1669044408818154,0.16675971497452852,0.16245114452006304,32.0,0.691784483881784,0.2068232293156037,32.0,-1.5045253681554291,0.46400364872714045,0.18061243864092047,32.0,-0.4179425747154316,0.20682608289799315,0.16506626211273512,32.0,0.8088714269937762,0.2070220652214468,0.16507737234020628,32.0,0.8079365326233233,False,False,True
gpt2,82,comp.graphics,11,0,128,8,1.3471482480743173,0.6886928329097167,0.8228652466267447,0.6195018497616528,8.0,2.316721450736456,1.0293097142204053,8.0,-1.8493317540051777,2.316721450736456,0.9529438373269721,8.0,-1.8493317540051777,2.316721450736456,0.6864212597773064,8.0,-1.8493317540051777,1.3673006568107091,0.6546301808103479,8.0,-0.03843803571878154,True,True,True
gpt2,82,comp.graphics,11,0,128,16,0.913219641510617,0.45999057490309253,0.4600246856042254,0.3806617377841069,16.0,2.316721450736456,0.9220630098012708,16.0,-3.0969051860227137,2.316721450736456,0.763738660343763,16.0,-3.0969051860227137,1.1165757004311516,0.4309503975812277,16.0,-0.448716509904268,0.9320865165721198,0.4249362013746336,16.0,-0.041630814323096434,True,True,True
gpt2,82,comp.graphics,11,0,128,32,0.47981683422996446,0.23768213095800325,0.19312069817025607,0.18029088034236726,32.0,2.316721450736456,0.5981417735836312,32.0,-6.4071481456029495,1.5801025520860128,0.43832228174465054,32.0,-3.8378114647031683,0.5648533171873598,0.22797482516193313,32.0,-0.2966084026318558,0.5016152499042129,0.23082825613015423,32.0,-0.07603316868459166,True,True,True
gpt2,82,comp.graphics,11,1,128,8,0.5885672333787372,0.1999159699302268,0.21543469420669623,0.17038460621653845,8.0,0.28198218132897374,0.16404095588206064,8.0,0.8216518793296815,0.27641827717466483,0.1648229445617786,8.0,0.8365632139633613,0.25589737149337083,0.1646459551517406,8.0,0.8915595048974853,0.25689835246332526,0.164615206784413,8.0,0.8888768630346889,False,False,True
gpt2,82,comp.graphics,11,1,128,16,0.3391580142025983,0.14380322752928476,0.1296922469016951,0.1224306047950379,16.0,0.16103308563826418,0.11927337269354357,16.0,0.8503772757696147,0.1553188344896935,0.11879441916372843,16.0,0.8776573952001182,0.14604147268082396,0.11836762195402012,16.0,0.921947982289427,0.14513887372752748,0.11846274484582486,16.0,0.9262570346225457,False,True,True
gpt2,82,comp.graphics,11,1,128,32,0.23028946520954433,0.08627347291161196,0.07864644203719384,0.07645194687669585,32.0,0.09052617027925931,0.07535587139009525,32.0,0.9216599089523325,0.08894561798246481,0.07590528303989955,32.0,0.9320827577173438,0.084753868502649,0.07531052966851146,32.0,0.9597249755531861,0.08501433466342587,0.07536263633834496,32.0,0.9580073484884658,False,False,True
gpt2,82,comp.graphics,11,2,128,8,0.6688457662804619,0.3944761107590861,0.4557164518892045,0.39986388654739113,8.0,0.5316803397878896,0.3880018248586028,8.0,0.6435784156878929,0.5316803397878896,0.3901692433435273,8.0,0.6435784156878929,0.5005695667531456,0.38424192732785584,8.0,0.7895497623494399,0.489815020075359,0.3852257062789092,8.0,0.8400099569430548,False,True,True
gpt2,82,comp.graphics,11,2,128,16,0.47936132341335,0.316512596263247,0.3439347204785258,0.30927490198422286,16.0,0.4427826573979067,0.3120406104187316,16.0,0.27009956111095323,0.4231626121225173,0.31091118225807474,16.0,0.41497541895722695,0.38339462494492216,0.30784350692979445,16.0,0.7086251621818578,0.38339462494492216,0.3070766046718687,16.0,0.7086251621818578,False,True,True
gpt2,82,comp.graphics,11,2,128,32,0.34423656356771953,0.21215359884197732,0.20354481023247364,0.19060672995140338,32.0,0.27599316792452083,0.19402428625562623,32.0,0.4850561175436177,0.2505502517863562,0.1961037639445703,32.0,0.6658976774432818,0.23003479812532082,0.19321452673297226,32.0,0.8117161293048514,0.23052158836277692,0.19365671105948223,32.0,0.8082561522563306,False,False,True
gpt2,82,comp.graphics,11,3,128,8,0.6023931514693945,0.31555443584864906,0.37468174035263996,0.3458817162539053,8.0,0.7282893428329529,0.3676354651399621,8.0,-0.5528760756702155,0.974356488748118,0.3836693400464118,8.0,-1.6334857153382027,0.4474522669095441,0.32895436120144056,8.0,0.6804265267163424,0.5139657147100707,0.33311343611249056,8.0,0.388331161471677,False,False,True
gpt2,82,comp.graphics,11,3,128,16,0.4467275261570971,0.21993417832851306,0.2429334933156909,0.23236143054953362,16.0,0.47091495159524904,0.2595427521040307,16.0,-0.11868564109026072,0.5139657147100707,0.27004613661055116,16.0,-0.32993207708539124,0.30054142386936833,0.2194579336634152,16.0,0.7173227805030568,0.29071916865076036,0.21933364158346902,16.0,0.765519752130051,False,True,True
gpt2,82,comp.graphics,11,3,128,32,0.3094076160927608,0.12428978082088224,0.11537364017548418,0.11161223571606638,32.0,0.21563561704281795,0.1166482534336793,32.0,0.4832761819503255,0.20841220193094298,0.12317054739368719,32.0,0.5205037606654808,0.14376129297319615,0.10712165608059757,32.0,0.8536975152752907,0.14376129297319615,0.106375668618397,32.0,0.8536975152752907,False,True,True
gpt2,82,comp.graphics,11,4,128,8,0.4830204910147001,0.3339380105654778,0.3447632121607027,0.3312833100090273,8.0,0.5399870431341524,0.3527120182220003,8.0,-0.41203293303356636,0.5399870431341524,0.34718184114433137,8.0,-0.41203293303356636,0.48643106528077085,0.3448840393311142,8.0,-0.024668316159125035,0.413825889233626,0.33582043859552224,8.0,0.500477098599236,False,True,True
gpt2,82,comp.graphics,11,4,128,16,0.33975443222407964,0.23274744435500605,0.24893611302785865,0.24148458488077823,16.0,0.3808223453121933,0.24998585919628552,16.0,-0.45219855918476964,0.36703063766339383,0.2465049682216232,16.0,-0.3003381441180556,0.33195175320781556,0.2475420461563367,16.0,0.08591525460194549,0.3273808176576649,0.24439881077055686,16.0,0.13624580014171414,False,True,True
gpt2,82,comp.graphics,11,4,128,32,0.22044127376471612,0.13608273821977857,0.13792148440040472,0.13466411027630937,32.0,0.20228092214997298,0.13460108845677352,32.0,0.2200726850448945,0.19250356937890578,0.13484263119167866,32.0,0.3385576308547024,0.19198294658235535,0.13665474366034275,32.0,0.34486669684434,0.1985573165753067,0.13656265576672139,32.0,0.2651964741790035,False,False,True
gpt2,82,comp.graphics,11,5,128,8,0.6732371336476134,0.24754356388964954,0.28264482712462174,0.2476334443549829,8.0,0.46601206736955053,0.23783571392129751,8.0,0.5305405734249015,0.48373569933480326,0.24024296835330353,8.0,0.48516427781112836,0.37880656362576526,0.23396305769351178,8.0,0.7538053492216363,0.3729273916486479,0.23392270523133493,8.0,0.768857289259711,False,True,True
gpt2,82,comp.graphics,11,5,128,16,0.540487334124738,0.18418543844931692,0.1815722612782382,0.17188807734814554,16.0,0.24989143653982984,0.16319966982817535,16.0,0.8096508605231795,0.25955766557736765,0.16670375876649854,16.0,0.7827190603040456,0.2126179770493775,0.16144389398835848,16.0,0.9135012204282187,0.2126179770493775,0.16182120059344088,16.0,0.9135012204282187,False,True,True
gpt2,82,comp.graphics,11,5,128,32,0.38923283625614197,0.11455061383982315,0.09744275377671527,0.09470649704953917,32.0,0.13051971696789863,0.09117420909052003,32.0,0.886641235678339,0.13688043007307435,0.09309412790451971,32.0,0.8648423004605041,0.11482957091067729,0.09027135215849941,32.0,0.9404132690658259,0.1153957196640527,0.09034825749536399,32.0,0.9384730086273467,False,False,True
gpt2,82,comp.graphics,11,6,128,8,0.6439848306416492,0.4296089482522949,0.5267431195222181,0.46602212780131225,8.0,0.5948391788129378,0.4332157269195468,8.0,0.4191823145488555,0.5966829608503956,0.4364920022652202,8.0,0.40345598285467194,0.5643515807933082,0.44042298643653577,8.0,0.6792228558249266,0.5663773269941166,0.44054340094830835,8.0,0.6619444812475985,False,False,True
gpt2,82,comp.graphics,11,6,128,16,0.6055568599045944,0.3440952791330093,0.4011414099105885,0.3638394883587397,16.0,0.4942788697515209,0.344418031892904,16.0,0.5443717202214241,0.4929473222435151,0.3460618505275842,16.0,0.5508856481463673,0.43274107256244004,0.35301148930316495,16.0,0.8454145092615155,0.4317198688443216,0.3508939784906182,16.0,0.8504102359453272,False,True,True
gpt2,82,comp.graphics,11,6,128,32,0.4649324209176465,0.2212257949821174,0.212579658242374,0.20218833232557068,32.0,0.27923025490913733,0.19668816243237372,32.0,0.7358832296497213,0.26374691703989794,0.1966784216776234,32.0,0.7972391573799968,0.2391253208997051,0.19775917247448815,32.0,0.8948073229874244,0.23449323248068732,0.19748109765493907,32.0,0.913162931104853,False,True,True
gpt2,82,comp.graphics,11,7,128,8,0.5767991160016541,0.3627484168804981,0.43966202762859935,0.3913441959640067,8.0,0.5148570950774136,0.3661430637440147,8.0,0.45167956866445413,0.5148570950774136,0.36660453997062015,8.0,0.45167956866445413,0.47658386020156307,0.3715893119050483,8.0,0.7307669791520944,0.47658386020156307,0.3685430573075609,8.0,0.7307669791520944,False,True,True
gpt2,82,comp.graphics,11,7,128,16,0.5160269810882778,0.28084802516486296,0.3266393567479521,0.29748773316395377,16.0,0.41468801162846547,0.2790317360382254,16.0,0.5350876004321606,0.40937466664997135,0.27821054454386285,16.0,0.5631429973832631,0.3577911174841983,0.2820012911630529,16.0,0.8355132187504125,0.35912844721874304,0.27914280098443456,16.0,0.8284518823024639,False,False,True
gpt2,82,comp.graphics,11,7,128,32,0.35491398447268946,0.17698463450478336,0.17115792917576106,0.1609864121822221,32.0,0.22431224919049356,0.15706630490434292,32.0,0.710734321495739,0.21715290659018027,0.15665874273380972,32.0,0.749695446280142,0.19035444854003372,0.1554278566217665,32.0,0.8955325889356227,0.19261119660005732,0.15547380479448417,32.0,0.8832513715554555,False,False,True
gpt2,82,comp.graphics,11,8,128,8,0.38897994906235545,0.10473039146671884,0.11791776620018563,0.09114063106057896,8.0,0.6239562944033996,0.13688238365233713,8.0,-0.8668724750162783,0.4966488869888551,0.15897737972276632,8.0,-0.39721121105723317,0.47486354967735084,0.10569918727482111,8.0,-0.31684095401336615,0.5461593394737906,0.1276642512759502,8.0,-0.5798646965495663,True,False,True
gpt2,82,comp.graphics,11,8,128,16,0.5734766283801077,0.07610860756522649,0.06932735043953972,0.056698232429192426,16.0,0.3402969920172912,0.08450103755629315,16.0,0.4625210162262795,0.3360749958345491,0.08783407376997254,16.0,0.47089551236755894,0.4511084121226126,0.08162008309144925,16.0,0.24272218886708508,0.3500030630327789,0.0827707739479035,16.0,0.4432686411060836,False,False,False
gpt2,82,comp.graphics,11,8,128,32,0.4745704804723819,0.04087506674245355,0.02974654760700874,0.027615948636166003,32.0,0.11101125089066571,0.029316326478882576,32.0,0.8173104069284601,0.10950699203316787,0.02861729711129403,32.0,0.8206921019011385,0.12826730160023914,0.033866648789166384,32.0,0.7785174161862196,0.12826730160023914,0.03324948210446011,32.0,0.7785174161862196,False,False,False
gpt2,82,comp.graphics,11,9,128,8,0.7025670150937497,0.43311499894654626,0.574771154539327,0.5115964921867874,8.0,0.7370486605315827,0.4780305772695054,8.0,-0.269818171639047,0.7257217862345512,0.4755448448695856,8.0,-0.18118561149279816,0.6163904161166751,0.5055006839937956,8.0,0.6743301277773059,0.6163904161166751,0.472737127534234,8.0,0.6743301277773059,False,True,True
gpt2,82,comp.graphics,11,9,128,16,0.5977836501146778,0.3275747655105756,0.39774487786883717,0.3575289502023379,16.0,0.5405763700066452,0.34275574611837145,16.0,0.28598095991974454,0.514854260182174,0.3406340130067965,16.0,0.4145665812754867,0.4349051917844605,0.34796584762635363,16.0,0.8142344431610756,0.4415184183388567,0.33283555389899205,16.0,0.7811747193877826,False,False,True
gpt2,82,comp.graphics,11,9,128,32,0.4258193440361284,0.19698002823333702,0.17546388238928895,0.16408249489172966,32.0,0.38055987846175643,0.16977045633209834,32.0,0.18078081970592932,0.27250660538705557,0.1655564501994094,32.0,0.6123802438364272,0.2029009092053695,0.15775068269369566,32.0,0.8904077161504701,0.20855999722592136,0.15728406075783272,32.0,0.8678035037904666,False,False,True
gpt2,82,comp.graphics,11,10,128,8,1.1802779994578583,0.6264477328908084,0.7727361047023393,0.6707401887956523,8.0,1.2238745746156892,0.7128202612704003,8.0,-0.106974462549388,1.1977240497423634,0.6396519160646255,8.0,-0.04280799228008404,1.5144333281526852,0.6635133074326103,8.0,-0.8199287803166444,0.8687244910110008,0.6603406962445808,8.0,0.7644698924358584,False,True,True
gpt2,82,comp.graphics,11,10,128,16,1.0808194874130144,0.4733927361196681,0.5090499862935856,0.45714268025071414,16.0,1.1977240497423634,0.5015997189999075,16.0,-0.20446099713340682,1.0274932013987357,0.467295571794367,16.0,0.0932653558993174,0.6203724725654085,0.4533582346296867,16.0,0.8053018112126089,0.5940074408321502,0.4613744193155724,16.0,0.8514131055045221,False,True,True
gpt2,82,comp.graphics,11,10,128,32,0.7259144822758339,0.26731788441899745,0.23191127027510974,0.2194042485085454,32.0,0.9327811458355642,0.26344873662382773,32.0,-0.4187557054981801,0.5838668537672116,0.2601036873381199,32.0,0.2875439370795307,0.3010663264202671,0.23326090625951848,32.0,0.860010918015942,0.3182115300181208,0.23850160243146654,32.0,0.8253042538053689,False,False,True
gpt2,82,comp.graphics,11,11,128,8,1.62085256656408,0.24436207179406977,0.21177984778594972,0.10559638318821013,8.0,1.0828216068247396,0.18332044065402908,8.0,0.3818333522246396,1.09783985639687,0.1910944725351758,8.0,0.3711751020350018,0.5469002009340372,0.10962248759189168,8.0,0.7621695823912585,0.5763180556022681,0.10985626405147753,8.0,0.7412921256949565,False,False,True
gpt2,82,comp.graphics,11,11,128,16,1.0099383731465565,0.11926601737232201,0.07370342041486576,0.040855271653893035,16.0,0.40333085216158143,0.06552134009666684,16.0,0.6479223182333149,0.3890979077859769,0.06741803462980606,16.0,0.6631246393323901,0.18919941649997482,0.04547592644581537,16.0,0.8766378079048195,0.19920626006171394,0.04633763516198171,16.0,0.8659494187002276,False,False,True
gpt2,82,comp.graphics,11,11,128,32,0.6380609237293747,0.053277892419519114,0.016552736518028865,0.01024772376943113,32.0,0.10168148839018915,0.013178831854754925,32.0,0.8630287522773823,0.08840642687489456,0.013371072428631852,32.0,0.8843881837192411,0.057647982808703896,0.012002218139208216,32.0,0.9338781899638912,0.057647982808703896,0.012044925527725252,32.0,0.9338781899638912,False,True,True
gpt2,93,comp.os.ms-windows.misc,0,0,128,8,1.1423493818710657,0.5376385960166532,0.573955731271126,0.509743069262509,8.0,1.510413847140071,0.535429541901157,8.0,-0.647552035249713,0.7587615795225655,0.5191624884006847,8.0,0.6748629263251325,1.0143860828928108,0.516469813236587,8.0,0.2251314715482651,0.7587615795225655,0.5121367592244598,8.0,0.6748629263251325,False,True,True
gpt2,93,comp.os.ms-windows.misc,0,0,128,16,0.739957972953682,0.3295059600871111,0.3467748942326825,0.32017728072087315,16.0,1.0143860828928108,0.3340291303549776,16.0,-0.6979652095706321,0.46999317921628564,0.32218010412759573,16.0,0.6866134590928361,0.5091109483471712,0.3216175758108692,16.0,0.5871234981867532,0.4426487739609901,0.3221411172987589,16.0,0.7561597003610138,False,True,True
gpt2,93,comp.os.ms-windows.misc,0,0,128,32,0.375564020111228,0.17595200650167403,0.1603908845738335,0.15453828371461445,32.0,0.4255041111360116,0.17610772005169623,32.0,-0.23209259325081774,0.23003019618930085,0.16546762863850928,32.0,0.6763568489089342,0.222315454089768,0.16604257446423437,32.0,0.7122104980192904,0.22274509990950805,0.16551008545923665,32.0,0.7102137533110487,False,False,True
gpt2,93,comp.os.ms-windows.misc,0,1,128,8,0.051411379595608195,0.008661893522579858,0.0060173966783582805,0.004477012777321664,8.0,0.007829896528471665,0.004374140857632482,8.0,0.9600718039345116,0.007829896528471665,0.004357546919495777,8.0,0.9600718039345116,0.007829896528471665,0.004350400687722296,8.0,0.9600718039345116,0.007829896528471665,0.004350400687722296,8.0,0.9600718039345116,False,True,True
gpt2,93,comp.os.ms-windows.misc,0,1,128,16,0.010041993630178974,0.0027588801270339624,0.002480619275495561,0.0021861342951958514,16.0,0.00303375628023059,0.0021636695995425675,16.0,0.9268470282267637,0.0030279512743965897,0.0021747564276298533,16.0,0.9276147465755324,0.0028089247459357216,0.002163533453954306,16.0,0.9565812436945655,0.0028089247459357216,0.002163533453954306,16.0,0.9565812436945655,False,True,True
gpt2,93,comp.os.ms-windows.misc,0,1,128,32,0.005346793387960813,0.0011263318093251173,0.0008425765686970937,0.0008078360244942937,32.0,0.0009435029483504967,0.0008058091962657002,32.0,0.9775929126631385,0.0009682360298747674,0.0008077097998164123,32.0,0.9721018178698124,0.0009274057515105801,0.0008055047097640747,32.0,0.9811667186067315,0.0009274057515105801,0.0008055047097640747,32.0,0.9811667186067315,False,True,True
gpt2,93,comp.os.ms-windows.misc,0,2,128,8,1.3752402086891076,0.422439788052627,0.4303060106570648,0.3933225037418712,8.0,1.835467090525684,0.45433367746425385,8.0,-0.48704648725283,0.8048462650963322,0.40086166637236076,8.0,0.6036335067359191,0.5791977978004176,0.4091367909814717,8.0,0.8424315815287026,0.5921232788866168,0.395410463893787,8.0,0.8287528712935155,False,False,True
